No.,Ticker,Company,Sector,Industry,Country,Market Cap,P/E,Price,Change,Volume
983,KOD,Kodiak Sciences Inc.,Healthcare,Biotechnology,USA,516.52,,9.28,6.42%,899885
984,KODK,Eastman Kodak Company,Industrials,Specialty Business Services,USA,386.67,4970,4.97,3.97%,950571
985,KOPN,Kopin Corporation,Technology,Electronic Components,USA,121.26,,1.3,4.00%,1113121
986,KOS,Kosmos Energy Ltd.,Energy,Oil & Gas E&P,USA,2377.4,348,5.22,-2.25%,4955552
987,KR,The Kroger Co.,Consumer Defensive,Grocery Stores,USA,34571.4,16.44,47.6,-0.63%,4231998
988,KRC,Kilroy Realty Corporation,Real Estate,REIT - Office,USA,6253.52,33.73,52.48,1.84%,878364
989,KREF,KKR Real Estate Finance Trust Inc.,Real Estate,REIT - Mortgage,USA,1209.52,8.44,17.85,0.22%,270887
990,KRG,Kite Realty Group Trust,Real Estate,REIT - Retail,USA,3879.5,,17.54,1.86%,1072571
991,KRNT,Kornit Digital Ltd.,Industrials,Specialty Industrial Machinery,Israel,1211.31,215.36,24.12,0.04%,713721
992,KRP,"Kimbell Royalty Partners, LP",Energy,Oil & Gas E&P,USA,1001.54,37.78,15.3,-2.24%,152339
993,KSPN,Kaspien Holdings Inc.,Technology,Software - Application,USA,11.3,,5.28,-22.47%,29584102
994,KSS,Kohl's Corporation,Consumer Cyclical,Department Stores,USA,3602.83,4.46,28.95,-0.75%,3730771
995,KT,KT Corporation,Communication Services,Telecom Services,South Korea,7462.64,5.94,14.23,0.92%,1044189
996,KTOS,"Kratos Defense & Security Solutions, Inc.",Industrials,Aerospace & Defense,USA,1655.1,,13.09,-1.13%,760324
997,KTRA,"Kintara Therapeutics, Inc.",Healthcare,Biotechnology,USA,15.91,,0.25,-4.56%,705388
998,KURA,"Kura Oncology, Inc.",Healthcare,Biotechnology,USA,1230.5,,17.94,4.06%,649803
999,KW,"Kennedy-Wilson Holdings, Inc.",Real Estate,Real Estate Services,USA,2627.74,7.56,18.94,1.28%,338700
1000,L,Loews Corporation,Financial,Insurance - Property & Casualty,USA,14379.39,8.97,57.73,-0.38%,748764
1001,LAB,Standard BioTools Inc.,Healthcare,Diagnostics & Research,USA,128.54,,1.6,-4.19%,419393
1002,LAC,Lithium Americas Corp.,Basic Materials,Other Industrial Metals & Mining,Canada,3523.7,,20.38,-2.58%,1501969
1003,LADR,Ladder Capital Corp,Real Estate,REIT - Mortgage,USA,1354.88,17.69,10.67,-0.28%,367669
1004,LAMR,Lamar Advertising Company,Real Estate,REIT - Specialty,USA,9215.27,20.78,90.47,0.19%,363204
1005,LAUR,"Laureate Education, Inc.",Consumer Defensive,Education & Training Services,USA,1906.65,,11.15,-2.36%,553052
1006,LAZ,Lazard Ltd,Financial,Capital Markets,Bermuda,3785.59,6.8,33.59,0.96%,657120
1007,LAZR,"Luminar Technologies, Inc.",Consumer Cyclical,Auto Parts,USA,2001.93,,5.9,1.90%,3933081
1008,LBRT,Liberty Energy Inc.,Energy,Oil & Gas Equipment & Services,USA,2179.14,,11.68,-2.99%,2264435
1009,LBTYA,Liberty Global plc,Communication Services,Entertainment,United Kingdom,10730.04,0.9,20.69,1.57%,1373939
1010,LC,LendingClub Corporation,Financial,Credit Services,USA,1298.28,12.64,12.4,0.90%,1412047
1011,LCTX,"Lineage Cell Therapeutics, Inc.",Healthcare,Biotechnology,USA,262.21,,1.62,3.18%,239045
1012,LDOS,"Leidos Holdings, Inc.",Technology,Information Technology Services,USA,13625.06,19.64,99.81,-1.37%,549906
1013,LEA,Lear Corporation,Consumer Cyclical,Auto Parts,USA,7961.19,36.08,130.79,4.28%,677954
1014,LEG,"Leggett & Platt, Incorporated",Consumer Cyclical,"Furnishings, Fixtures & Appliances",USA,4928.03,12.49,37,3.55%,712544
1015,LEN,Lennar Corporation,Consumer Cyclical,Residential Construction,USA,22117.71,5.35,78.29,-0.52%,3419568
1016,LEVI,Levi Strauss & Co.,Consumer Cyclical,Apparel Manufacturing,USA,6612.61,11.62,16.85,-0.24%,2354537
1017,LEXX,Lexaria Bioscience Corp.,Healthcare,Biotechnology,Canada,16.53,,2.84,1.79%,70046
1018,LFC,China Life Insurance Company Limited,Financial,Insurance - Life,China,103293.67,5.84,7.85,-0.38%,391173
1020,LH,Laboratory Corporation of America Holdings,Healthcare,Diagnostics & Research,USA,22280.44,11.02,239.91,-1.12%,441104
1021,LHX,"L3Harris Technologies, Inc.",Industrials,Aerospace & Defense,USA,44859.11,25.01,232.19,-2.67%,1008874
1022,LIN,Linde plc,Basic Materials,Specialty Chemicals,United Kingdom,137615.24,35.24,273.54,-1.17%,2142535
1023,LIQT,"LiqTech International, Inc.",Industrials,Pollution & Treatment Controls,Denmark,16.21,,0.47,-1.38%,171691
1024,LITE,Lumentum Holdings Inc.,Technology,Communication Equipment,USA,5219.17,31.57,77.62,-1.13%,545425
1025,LKCO,Luokung Technology Corp.,Communication Services,Internet Content & Information,China,156.62,,0.41,0.00%,547963
1026,LKQ,LKQ Corporation,Consumer Cyclical,Auto Parts,USA,14305.33,13.57,50.49,0.42%,1123285
1027,LLL,JX Luxventure Limited,Consumer Cyclical,Apparel Manufacturing,China,9.38,,1.29,1.57%,123892
1028,LMT,Lockheed Martin Corporation,Industrials,Aerospace & Defense,USA,110647.1,18.28,413.99,-1.21%,678774
1029,LNC,Lincoln National Corporation,Financial,Insurance - Life,USA,8340.62,6.7,47.8,1.79%,1166036
1030,LNG,"Cheniere Energy, Inc.",Energy,Oil & Gas Midstream,USA,32597.54,,124.29,0.27%,1752918
1031,LNTH,"Lantheus Holdings, Inc.",Healthcare,Diagnostics & Research,USA,4223.15,,66.09,-0.23%,977181
1032,LNW,"Light & Wonder, Inc.",Consumer Cyclical,Gambling,USA,4312.2,145.63,43.69,-1.38%,794395
1033,LODE,Comstock Inc.,Real Estate,Real Estate Services,USA,41.4,,0.58,0.87%,103042
1034,LOGC,"LogicBio Therapeutics, Inc.",Healthcare,Biotechnology,USA,13.2,,0.4,4.82%,90540
1035,LOGI,Logitech International S.A.,Technology,Computer Hardware,Switzerland,8943.72,14.05,53.11,-0.09%,616160
1036,LOVE,The Lovesac Company,Consumer Cyclical,"Furnishings, Fixtures & Appliances",USA,481.39,11.84,33.5,1.85%,318729
1037,LOW,"Lowe's Companies, Inc.",Consumer Cyclical,Home Improvement Retail,USA,115644.52,14.75,181,0.49%,3178142
1038,LPG,Dorian LPG Ltd.,Energy,Oil & Gas Midstream,USA,569.28,7.98,14.3,-1.85%,384476
1039,LPI,"Laredo Petroleum, Inc.",Energy,Oil & Gas E&P,USA,1122.57,12.31,65.19,-1.15%,801252
1040,LPL,"LG Display Co., Ltd.",Technology,Consumer Electronics,South Korea,4058.05,5.67,5.69,-1.90%,756724
1041,LPLA,LPL Financial Holdings Inc.,Financial,Capital Markets,USA,14116.68,31.28,177.68,0.66%,482149
1042,LPRO,Open Lending Corporation,Financial,Credit Services,USA,1333.1,7.95,9.85,2.82%,1473481
1043,LPSN,"LivePerson, Inc.",Technology,Software - Application,USA,1078.7,,13.98,-3.05%,668987
1044,LPTX,"Leap Therapeutics, Inc.",Healthcare,Biotechnology,USA,96.14,,1.14,-8.80%,1226613
1045,LPX,Louisiana-Pacific Corporation,Industrials,Building Products & Equipment,USA,4710.32,3.46,57.38,0.83%,1092186
1046,LRCX,Lam Research Corporation,Technology,Semiconductor Equipment & Materials,USA,56265.76,12.69,405.87,0.86%,950901
1047,LSCC,Lattice Semiconductor Corporation,Technology,Semiconductors,USA,6541.93,59.51,47.55,-0.63%,997170
1048,LSI,"Life Storage, Inc.",Real Estate,REIT - Industrial,USA,9457.96,32.71,111.48,-2.03%,414458
1049,LSPD,Lightspeed Commerce Inc.,Technology,Software - Application,Canada,3752.34,,19.06,-2.80%,988947
1050,LSXMA,The Liberty SiriusXM Group,Communication Services,Broadcasting,USA,27440.74,13.78,36.28,0.36%,412266
1051,LTHM,Livent Corporation,Basic Materials,Specialty Chemicals,USA,3666.32,79.96,20.79,-2.99%,2285613
1052,LTRPA,"Liberty TripAdvisor Holdings, Inc.",Communication Services,Internet Content & Information,USA,88.51,0.24,0.75,1.71%,368595
1053,LULU,Lululemon Athletica Inc.,Consumer Cyclical,Apparel Retail,Canada,33898.39,35.5,279.39,-0.84%,769698
1054,LUMN,"Lumen Technologies, Inc.",Communication Services,Telecom Services,USA,11353.87,5.26,10.85,1.50%,6605539
1055,LUV,Southwest Airlines Co.,Industrials,Airlines,USA,22865.01,40.87,38.54,4.64%,8100299
1056,LVO,"LiveOne, Inc.",Communication Services,Entertainment,USA,90.49,,1.14,3.64%,390228
1057,LVS,Las Vegas Sands Corp.,Consumer Cyclical,Resorts & Casinos,USA,26108.57,,33.25,3.23%,6766730
1058,LWLG,"Lightwave Logic, Inc.",Basic Materials,Specialty Chemicals,USA,969.14,,9.39,7.31%,1358140
1059,LX,LexinFintech Holdings Ltd.,Financial,Credit Services,China,416.72,1.81,2.22,3.26%,788365
1060,LXP,LXP Industrial Trust,Real Estate,REIT - Diversified,USA,3055.77,9.37,10.6,0.57%,1937509
1061,LXRX,"Lexicon Pharmaceuticals, Inc.",Healthcare,Biotechnology,USA,414.54,,2.83,5.60%,1054417
1062,LXU,"LSB Industries, Inc.",Basic Materials,Chemicals,USA,1076.84,,12.78,-1.77%,395465
1063,LYB,LyondellBasell Industries N.V.,Basic Materials,Specialty Chemicals,USA,28557.98,4.88,85.93,-0.72%,1802586
1064,LYFT,"Lyft, Inc.",Technology,Software - Application,USA,4505.93,,12.61,2.02%,12325139
1065,LYG,Lloyds Banking Group plc,Financial,Banks - Regional,United Kingdom,34008.5,5.54,1.99,0.51%,10635366
1066,LYV,"Live Nation Entertainment, Inc.",Communication Services,Entertainment,USA,19077.03,,82.08,-0.13%,1244961
1067,LZB,La-Z-Boy Incorporated,Consumer Cyclical,"Furnishings, Fixtures & Appliances",USA,1100.98,7.57,25.79,3.28%,462336
1068,M,"Macy's, Inc.",Consumer Cyclical,Department Stores,USA,4563.51,3.21,16.9,-1.00%,11996444
1069,MA,Mastercard Incorporated,Financial,Credit Services,USA,315011.26,33.59,322.86,-0.41%,2760986
1070,MAA,"Mid-America Apartment Communities, Inc.",Real Estate,REIT - Residential,USA,19710.91,32.96,169.6,0.14%,591333
1071,MAC,The Macerich Company,Real Estate,REIT - Retail,USA,1963.91,33.14,9.08,1.79%,1944421
1072,MAG,MAG Silver Corp.,Basic Materials,Silver,Canada,1087.77,84.8,10.77,-1.64%,361392
1073,MAIN,Main Street Capital Corporation,Financial,Asset Management,USA,2931.99,8.41,40.79,0.87%,358526
1074,MAN,ManpowerGroup Inc.,Industrials,Staffing & Employment Services,USA,4208.91,10.41,77.77,2.64%,404239
1075,MANT,ManTech International Corporation,Technology,Software - Application,USA,3915.09,28.81,95.56,-0.13%,184813
1076,MANU,Manchester United plc,Consumer Cyclical,Leisure,United Kingdom,1760.38,,10.68,1.62%,287483
1077,MAR,"Marriott International, Inc.",Consumer Cyclical,Lodging,USA,45824.74,30.84,139.12,0.99%,1683417
1078,MARA,"Marathon Digital Holdings, Inc.",Financial,Capital Markets,USA,671.66,,7.67,-1.79%,10777325
1079,MARK,"Remark Holdings, Inc.",Communication Services,Internet Content & Information,USA,46.91,4.2,0.44,-5.15%,1649360
1080,MAS,Masco Corporation,Industrials,Building Products & Equipment,USA,12434.11,23.57,52.81,0.19%,1339313
1081,MASI,Masimo Corporation,Healthcare,Medical Instruments & Supplies,USA,7359.89,33.95,131.45,-0.28%,453313
1082,MAT,"Mattel, Inc.",Consumer Cyclical,Leisure,USA,7918.06,7.64,22.19,-1.55%,2763182
1083,MATX,"Matson, Inc.",Industrials,Marine Shipping,USA,2947.39,2.62,73.1,0.30%,211517
1084,MAXR,Maxar Technologies Inc.,Technology,Communication Equipment,USA,1904.61,16.29,25.24,1.24%,395476
1085,MBIO,"Mustang Bio, Inc.",Healthcare,Biotechnology,USA,64.18,,0.63,4.32%,290908
1086,MC,Moelis & Company,Financial,Capital Markets,USA,2801.79,7.57,39.94,1.27%,574040
1087,MCD,McDonald's Corporation,Consumer Cyclical,Restaurants,USA,185760.73,26.57,251.48,-0.71%,2108484
1088,MCHP,Microchip Technology Incorporated,Technology,Semiconductors,USA,32439.82,26.07,59.2,0.56%,3719049
1089,MCK,McKesson Corporation,Healthcare,Medical Distribution,USA,45594.21,45.19,327.38,-0.43%,738776
1090,MCO,Moody's Corporation,Financial,Financial Data & Stock Exchanges,USA,50966.52,26.1,275.45,-2.89%,796040
1091,MCRB,"Seres Therapeutics, Inc.",Healthcare,Biotechnology,USA,406.5,,3.75,-1.83%,832290
1092,MD,"Pediatrix Medical Group, Inc.",Healthcare,Medical Care Facilities,USA,1992.38,24.13,23.02,1.59%,413093
1093,MDB,"MongoDB, Inc.",Technology,Software - Infrastructure,USA,19920.82,,291.24,-6.31%,1866012
1094,MDC,"M.D.C. Holdings, Inc.",Consumer Cyclical,Residential Construction,USA,2507.03,4.24,35.4,0.60%,428879
1095,MDLZ,"Mondelez International, Inc.",Consumer Defensive,Confectioners,USA,86481.07,21,62.56,0.45%,5921452
1096,MDRX,"Allscripts Healthcare Solutions, Inc.",Healthcare,Health Information Services,USA,1656.73,12.63,14.26,-0.63%,1407188
1097,MDT,Medtronic plc,Healthcare,Medical Devices,Ireland,117869.9,23.74,88.69,-0.29%,6190546
1098,MDU,"MDU Resources Group, Inc.",Basic Materials,Building Materials,USA,5455.99,15.2,26.77,0.00%,833885
1099,MDXG,"MiMedx Group, Inc.",Healthcare,Medical Devices,USA,433.44,,3.5,1.16%,337955
1100,MEIP,"MEI Pharma, Inc.",Healthcare,Biotechnology,USA,76.09,,0.61,2.90%,1632593
1101,MELI,"MercadoLibre, Inc.",Consumer Cyclical,Internet Retail,Uruguay,33531.22,178.83,653.63,-0.95%,576192
1102,MEOH,Methanex Corporation,Basic Materials,Chemicals,Canada,2646.79,5.49,36.05,-3.99%,686563
1103,MESA,"Mesa Air Group, Inc.",Industrials,Airlines,USA,79.51,,2.16,3.85%,459716
1104,MET,"MetLife, Inc.",Financial,Insurance - Life,USA,50568.94,8.01,61.79,-0.52%,3811466
1105,META,"Meta Platforms, Inc.",Communication Services,Internet Content & Information,USA,445248.73,12.36,163.27,0.24%,16574915
1106,METC,"Ramaco Resources, Inc.",Basic Materials,Coking Coal,USA,503.64,6.41,11.04,-0.54%,708438
1107,MFA,"MFA Financial, Inc.",Real Estate,REIT - Mortgage,USA,1143.36,10.13,11.17,0.72%,1073081
1108,MFC,Manulife Financial Corporation,Financial,Insurance - Life,Canada,32934.53,4.81,17.3,-0.06%,3930273
1109,MFG,"Mizuho Financial Group, Inc.",Financial,Banks - Regional,Japan,29141.7,6.99,2.34,0.86%,3508438
1110,MFGP,Micro Focus International plc,Technology,Software - Infrastructure,United Kingdom,1074.12,,3.24,-1.52%,309033
1111,MGA,Magna International Inc.,Consumer Cyclical,Auto Parts,Canada,16526.84,13.52,56.69,3.77%,914845
1112,MGI,"MoneyGram International, Inc.",Financial,Credit Services,USA,968.59,,10.08,0.90%,395918
1113,MGM,MGM Resorts International,Consumer Cyclical,Resorts & Casinos,USA,12489.41,9.4,28.91,1.80%,3915425
1114,MGNI,"Magnite, Inc.",Communication Services,Advertising Agencies,USA,1119.7,,8.28,3.89%,2305179
1115,MGNX,"MacroGenics, Inc.",Healthcare,Biotechnology,USA,226.4,,3.67,3.38%,2146575
1116,MGY,Magnolia Oil & Gas Corporation,Energy,Oil & Gas E&P,USA,4349.39,6.71,19.41,-2.71%,1650275
1117,MHK,"Mohawk Industries, Inc.",Consumer Cyclical,"Furnishings, Fixtures & Appliances",USA,8059.29,8.31,127.48,5.88%,813597
1118,MIC,"Macquarie Infrastructure Holdings, LLC",Industrials,Airports & Air Services,USA,363.07,,4.09,0.49%,513071
1119,MICT,"MICT, Inc.",Technology,Computer Hardware,USA,77.64,,0.62,0.49%,65787
1120,MIDD,The Middleby Corporation,Industrials,Specialty Industrial Machinery,USA,6848.36,14.66,125.13,-0.35%,476105
1121,MITK,"Mitek Systems, Inc.",Technology,Software - Application,USA,410.86,43.04,9.21,-1.29%,282660
1122,MITO,Stealth BioTherapeutics Corp,Healthcare,Biotechnology,Cayman Islands,13.15,,0.2,-12.37%,1084086
1123,MKSI,"MKS Instruments, Inc.",Technology,Scientific & Technical Instruments,USA,5528.79,9.65,99.1,1.41%,412290
1124,MLCO,Melco Resorts & Entertainment Limited,Consumer Cyclical,Resorts & Casinos,Hong Kong,2418.5,,5.05,-0.20%,3222299
1125,MLKN,"MillerKnoll, Inc.",Consumer Cyclical,"Furnishings, Fixtures & Appliances",USA,2094.85,,27.75,1.72%,505416
1126,MLM,"Martin Marietta Materials, Inc.",Basic Materials,Building Materials,USA,19733.59,29.69,313.58,0.00%,439876
1127,MMAT,Meta Materials Inc.,Technology,Electronic Components,Canada,364.15,,1,0.00%,9208512
1128,MMC,"Marsh & McLennan Companies, Inc.",Financial,Insurance Brokers,USA,77308.13,24.25,153.14,-1.44%,1703380
1129,MMM,3M Company,Industrials,Specialty Industrial Machinery,USA,74857.19,13.56,130.2,0.92%,2632823
1130,MMP,"Magellan Midstream Partners, L.P.",Energy,Oil & Gas Midstream,USA,10047.08,11.78,47.75,-1.12%,885841
1131,MNDT,"Mandiant, Inc.",Technology,Software - Infrastructure,USA,5191.87,,22.16,0.18%,3070007
1132,MNKD,MannKind Corporation,Healthcare,Biotechnology,USA,1006.88,,4.09,-0.24%,2736058
1133,MNRO,"Monro, Inc.",Consumer Cyclical,Auto Parts,USA,1513.29,24.68,44.3,1.65%,315836
1134,MNST,Monster Beverage Corporation,Consumer Defensive,Beverages - Non-Alcoholic,USA,50988.22,38.21,96.75,-0.11%,2123357
1135,MNTV,Momentive Global Inc.,Technology,Software - Application,USA,1340.54,,8.76,-1.02%,1269590
1136,MO,"Altria Group, Inc.",Consumer Defensive,Tobacco,USA,77139.59,25.77,42.31,0.86%,8792061
1137,MOGO,Mogo Inc.,Technology,Software - Application,Canada,88.65,,0.88,-3.74%,118021
1138,MOH,"Molina Healthcare, Inc.",Healthcare,Healthcare Plans,USA,16395.66,24.28,285.39,-0.21%,342224
1139,MOMO,Hello Group Inc.,Communication Services,Internet Content & Information,China,945.34,,4.71,-1.88%,2063620
1140,MOS,The Mosaic Company,Basic Materials,Agricultural Inputs,USA,16210.18,6.35,44.87,-0.11%,5156566
1141,MOTS,"Motus GI Holdings, Inc.",Healthcare,Diagnostics & Research,USA,14.55,,0.27,-2.14%,96695
1142,MPC,Marathon Petroleum Corporation,Energy,Oil & Gas Refining & Marketing,USA,44852.98,19.19,82.75,-1.05%,4448220
1143,MPLX,MPLX LP,Energy,Oil & Gas Midstream,USA,28743.84,9.83,29.08,-1.29%,1045798
1144,MPW,"Medical Properties Trust, Inc.",Real Estate,REIT - Healthcare Facilities,USA,9530.27,8.42,15.81,2.26%,5371337
1145,MPWR,"Monolithic Power Systems, Inc.",Technology,Semiconductors,USA,17576.73,67.04,385.37,-1.10%,289970
1146,MRC,MRC Global Inc.,Energy,Oil & Gas Equipment & Services,USA,746.4,,10.25,-2.19%,715511
1147,MRCY,"Mercury Systems, Inc.",Industrials,Aerospace & Defense,USA,3582.1,282.73,62.2,-1.29%,383530
1148,MRNA,"Moderna, Inc.",Healthcare,Biotechnology,USA,67413.31,5.09,173.25,-1.15%,5129322
1149,MRO,Marathon Oil Corporation,Energy,Oil & Gas E&P,USA,14695.04,7.2,20.66,-3.10%,14991507
1150,MRSN,"Mersana Therapeutics, Inc.",Healthcare,Biotechnology,USA,491.22,,5.18,-0.19%,972262
1151,MRTN,"Marten Transport, Ltd.",Industrials,Trucking,USA,1391.48,14.86,16.93,0.59%,255998
1152,MRTX,"Mirati Therapeutics, Inc.",Healthcare,Biotechnology,USA,3301.59,,60.96,-2.68%,1368282
1153,MRVL,"Marvell Technology, Inc.",Technology,Semiconductors,USA,38374.96,,45.53,0.73%,6879754
1154,MS,Morgan Stanley,Financial,Capital Markets,USA,133290.65,9.66,75.94,0.16%,6515959
1155,MSCI,MSCI Inc.,Financial,Financial Data & Stock Exchanges,USA,34218.25,46.11,420.32,-2.67%,326212
1156,MSFT,Microsoft Corporation,Technology,Software - Infrastructure,USA,1902451.42,26.47,253.67,-4.10%,35786782
1157,MSI,"Motorola Solutions, Inc.",Technology,Communication Equipment,USA,35599.15,28.52,208.17,-2.47%,726310
1158,MSM,"MSC Industrial Direct Co., Inc.",Industrials,Industrial Distribution,USA,4157.63,13.69,73.73,0.14%,289094
1159,MSTR,MicroStrategy Incorporated,Technology,Software - Application,USA,2158.15,,192.52,-4.17%,587953
1160,MT,ArcelorMittal S.A.,Basic Materials,Steel,Luxembourg,19363.74,1.38,22.01,1.48%,2386086
1161,MTB,M&T Bank Corporation,Financial,Banks - Regional,USA,28315.99,12.06,157.89,-0.50%,757732
1162,MTCH,"Match Group, Inc.",Communication Services,Internet Content & Information,USA,19923.95,76.54,69.19,-1.44%,2456048
1163,MTDR,Matador Resources Company,Energy,Oil & Gas E&P,USA,5207.68,7.18,43.88,-4.38%,1133306
1164,MTG,MGIC Investment Corporation,Financial,Insurance - Specialty,USA,4030.52,6.69,13.13,0.31%,2759785
1165,MTNB,"Matinas BioPharma Holdings, Inc.",Healthcare,Biotechnology,USA,179.8,,0.82,0.32%,184594
1166,MTOR,"Meritor, Inc.",Consumer Cyclical,Auto Parts,USA,2572.96,11.82,36.29,0.06%,755276
1167,MTRX,Matrix Service Company,Energy,Oil & Gas Equipment & Services,USA,118.01,,4.53,-2.58%,379254
1168,MTSI,"MACOM Technology Solutions Holdings, Inc.",Technology,Semiconductors,USA,3203.5,16.42,46.26,0.13%,254651
1169,MTZ,"MasTec, Inc.",Industrials,Engineering & Construction,USA,5432.15,23.06,71.26,-0.61%,340691
1170,MU,"Micron Technology, Inc.",Technology,Semiconductors,USA,64964.25,6.75,59.18,2.37%,21477487
1171,MUFG,"Mitsubishi UFJ Financial Group, Inc.",Financial,Banks - Diversified,Japan,69478.83,8.32,5.38,-0.37%,2202786
1172,MULN,"Mullen Automotive, Inc.",Consumer Cyclical,Auto Manufacturers,USA,484.7,,1.11,-9.02%,43299246
1173,MUR,Murphy Oil Corporation,Energy,Oil & Gas E&P,USA,4283.37,42.12,27.76,-3.78%,1625019
1174,MUX,McEwen Mining Inc.,Basic Materials,Other Precious Metals & Mining,Canada,172.97,,0.38,-5.00%,3197279
1175,MVIS,"MicroVision, Inc.",Technology,Scientific & Technical Instruments,USA,806.13,,4.83,1.90%,1731618
1176,MVST,"Microvast Holdings, Inc.",Industrials,Electrical Equipment & Parts,USA,670.3,,2.28,0.00%,486547
1177,MWA,"Mueller Water Products, Inc.",Industrials,Specialty Industrial Machinery,USA,1846.26,24.38,11.63,-0.60%,637900
1178,MX,Magnachip Semiconductor Corporation,Technology,Semiconductors,Luxembourg,629.5,10.78,15.41,-0.58%,655913
1179,MXL,"MaxLinear, Inc.",Technology,Semiconductors,USA,2437.47,37.42,33.19,-0.18%,515611
1180,MYGN,"Myriad Genetics, Inc.",Healthcare,Diagnostics & Research,USA,1561.95,,19.5,0.52%,375037
1181,MYOV,Myovant Sciences Ltd.,Healthcare,Biotechnology,United Kingdom,1215.62,,12.8,3.98%,332657
1182,NAK,Northern Dynasty Minerals Ltd.,Basic Materials,Other Industrial Metals & Mining,Canada,140.33,,0.27,0.68%,718291
1183,NATI,National Instruments Corporation,Technology,Software - Application,USA,4064.45,37.71,31.15,-1.89%,839352
1184,NAVI,Navient Corporation,Financial,Credit Services,USA,2138.61,3.94,14.5,-1.56%,931515
1185,NBEV,"NewAge, Inc.",Consumer Defensive,Beverages - Non-Alcoholic,USA,46.03,,0.3,-2.91%,1144225
1186,NBIX,"Neurocrine Biosciences, Inc.",Healthcare,Biotechnology,USA,9193.59,130.73,95.3,-0.62%,663718
1187,NBRV,Nabriva Therapeutics plc,Healthcare,Biotechnology,Ireland,12.21,,0.21,3.08%,291037
1188,NBY,"NovaBay Pharmaceuticals, Inc.",Healthcare,Biotechnology,USA,14.8,,0.28,1.85%,216654
1189,NCLH,Norwegian Cruise Line Holdings Ltd.,Consumer Cyclical,Travel Services,USA,4979.65,,11.6,5.84%,17388658
1190,NCMI,"National CineMedia, Inc.",Communication Services,Advertising Agencies,USA,80.59,,0.98,6.68%,466527
1191,NCR,NCR Corporation,Technology,Information Technology Services,USA,4101,294.85,29.78,1.40%,1322484
1192,NCTY,The9 Limited,Communication Services,Electronic Gaming & Multimedia,China,40.64,,1.78,-3.78%,267151
1193,NDAQ,"Nasdaq, Inc.",Financial,Financial Data & Stock Exchanges,USA,25509.19,22.22,154.77,-1.81%,1190750
1194,NDRA,ENDRA Life Sciences Inc.,Healthcare,Diagnostics & Research,USA,16.47,,0.26,2.20%,267455
1195,NEO,"NeoGenomics, Inc.",Healthcare,Diagnostics & Research,USA,1098.85,,8.73,2.59%,866010
1196,NEOG,Neogen Corporation,Healthcare,Diagnostics & Research,USA,2454.53,50.02,22.66,-0.96%,751597
1197,NEP,"NextEra Energy Partners, LP",Utilities,Utilities - Renewable,USA,6209.83,85.41,74.05,-1.19%,337515
1198,NEWR,"New Relic, Inc.",Technology,Software - Infrastructure,USA,3548.84,,52.63,-2.84%,719102
1199,NEX,NexTier Oilfield Solutions Inc.,Energy,Oil & Gas Equipment & Services,USA,2010.06,,8.08,-1.94%,2277622
1200,NEXT,NextDecade Corporation,Energy,Oil & Gas E&P,USA,575.63,,4.59,-9.47%,661308
1201,NFE,New Fortress Energy Inc.,Utilities,Utilities - Regulated Gas,USA,7797.58,22.57,39.34,-3.39%,666218
1202,NFG,National Fuel Gas Company,Energy,Oil & Gas Integrated,USA,6028,12.7,65.33,0.49%,570574
1203,NFLX,"Netflix, Inc.",Communication Services,Entertainment,USA,78455.4,16.68,174.45,-1.63%,6808550
1204,NG,NovaGold Resources Inc.,Basic Materials,Gold,Canada,1940.19,,4.44,0.00%,1382309
1205,NGD,New Gold Inc.,Basic Materials,Gold,Canada,653.02,3.26,0.71,-26.03%,23012930
1206,NGL,NGL Energy Partners LP,Energy,Oil & Gas Refining & Marketing,USA,183.1,,1.43,2.14%,310447
1207,NILE,"BitNile Holdings, Inc.",Financial,Capital Markets,USA,101.41,,0.32,3.04%,9573752
1208,NINE,"Nine Energy Service, Inc.",Energy,Oil & Gas Equipment & Services,USA,73.74,,2.31,-9.41%,364668
1209,NIO,NIO Inc.,Consumer Cyclical,Auto Manufacturers,China,34708.27,,20.87,1.46%,49596836
1210,NISN,"Nisun International Enterprise Development Group Co., Ltd",Financial,Credit Services,China,23.12,0.52,0.72,0.03%,172643
1211,NIU,Niu Technologies,Consumer Cyclical,Auto Manufacturers,China,539.07,20.33,6.73,-1.75%,710053
1212,NJR,New Jersey Resources Corporation,Utilities,Utilities - Regulated Gas,USA,4196.25,44.46,43.48,-0.71%,264371
1213,NKE,"NIKE, Inc.",Consumer Cyclical,Footwear & Accessories,USA,163596.32,27.65,103.76,-1.28%,6007350
1214,NKLA,Nikola Corporation,Industrials,Farm & Heavy Construction Machinery,USA,2157.85,,5.19,0.97%,4768635
1215,NKTR,Nektar Therapeutics,Healthcare,Biotechnology,USA,684.32,,3.58,1.42%,2723121
1216,NLOK,NortonLifeLock Inc.,Technology,Software - Infrastructure,USA,13312.54,16.3,23.06,0.79%,6004219
1217,NLS,"Nautilus, Inc.",Consumer Cyclical,Leisure,USA,55.34,,1.86,0.54%,235778
1218,NLSN,Nielsen Holdings plc,Industrials,Consulting Services,USA,8345.12,15.36,23.25,-0.43%,1717879
1219,NLY,"Annaly Capital Management, Inc.",Real Estate,REIT - Mortgage,USA,9522.07,3.49,6.08,0.33%,21663890
