No.,Ticker,Company,Sector,Industry,Country,Market Cap,P/E,Price,Change,Volume
239,BERY,"Berry Global Group, Inc.",Consumer Cyclical,Packaging & Containers,USA,7132.29,9.83,53.04,0.91%,823345
240,BEST,BEST Inc.,Industrials,Trucking,China,95.65,,1.25,5.04%,89073
242,BFAM,Bright Horizons Family Solutions Inc.,Consumer Cyclical,Personal Services,USA,5033.51,61.81,84.37,0.49%,400967
243,BFH,"Bread Financial Holdings, Inc.",Financial,Credit Services,USA,1995.81,2.78,40.59,4.83%,1041692
244,BG,Bunge Limited,Consumer Defensive,Farm Products,USA,13449.44,7.02,87.59,0.53%,1419006
245,BGCP,"BGC Partners, Inc.",Financial,Capital Markets,USA,1342.7,14.58,3.63,-1.09%,1085294
246,BGFV,Big 5 Sporting Goods Corporation,Consumer Cyclical,Specialty Retail,USA,251.69,2.93,11.69,-0.09%,259471
247,BHC,Bausch Health Companies Inc.,Healthcare,Drug Manufacturers - Specialty & Generic,Canada,3328.31,,8.73,4.05%,3808940
248,BHF,"Brighthouse Financial, Inc.",Financial,Insurance - Life,USA,3106.09,3.21,41.42,1.99%,582257
249,BHP,BHP Group Limited,Basic Materials,Other Industrial Metals & Mining,Australia,126496.86,7.99,50.19,-1.82%,3738095
250,BHR,Braemar Hotels & Resorts Inc.,Real Estate,REIT - Hotel & Motel,USA,323.17,,4.66,4.02%,360914
251,BHVN,Biohaven Pharmaceutical Holding Company Ltd.,Healthcare,Biotechnology,USA,10276.15,,145,0.00%,601573
252,BIDU,"Baidu, Inc.",Communication Services,Internet Content & Information,China,50690.05,,143.48,-0.17%,1654270
253,BIG,"Big Lots, Inc.",Consumer Defensive,Discount Stores,USA,622.5,10.5,23.03,0.22%,855350
254,BILI,Bilibili Inc.,Communication Services,Electronic Gaming & Multimedia,China,9889.64,,24.25,0.58%,3493176
255,BK,The Bank of New York Mellon Corporation,Financial,Asset Management,USA,34063.85,10.35,41.77,0.14%,3143689
256,BKD,Brookdale Senior Living Inc.,Healthcare,Medical Care Facilities,USA,803,,4.29,5.15%,2727943
257,BKE,"The Buckle, Inc.",Consumer Cyclical,Apparel Retail,USA,1394.06,5.37,27.48,-0.76%,302131
258,BKI,"Black Knight, Inc.",Technology,Software - Infrastructure,USA,9933.52,18.93,63.09,-1.97%,620657
259,BKNG,Booking Holdings Inc.,Consumer Cyclical,Travel Services,USA,71268.25,140.58,1738.25,0.79%,322708
260,BKR,Baker Hughes Company,Energy,Oil & Gas Equipment & Services,USA,28181.92,84.07,27.49,-2.52%,7188224
261,BKU,"BankUnited, Inc.",Financial,Banks - Regional,USA,2881.24,8.26,35.18,0.40%,379672
262,BL,"BlackLine, Inc.",Technology,Software - Infrastructure,USA,4075.13,,69.72,-5.40%,617543
263,BLDP,Ballard Power Systems Inc.,Industrials,Specialty Industrial Machinery,Canada,1983.99,,6.76,-0.73%,3699183
264,BLDR,"Builders FirstSource, Inc.",Industrials,Building Products & Equipment,USA,10760.47,5.56,62.51,4.22%,3031807
265,BLFS,"BioLife Solutions, Inc.",Healthcare,Medical Instruments & Supplies,USA,656.16,,15.49,-10.77%,381522
266,BLK,"BlackRock, Inc.",Financial,Asset Management,USA,92013.79,15.16,603.29,-0.28%,498033
267,BLKB,"Blackbaud, Inc.",Technology,Software - Application,USA,2950.01,,55.65,-2.86%,190908
268,BLMN,"Bloomin' Brands, Inc.",Consumer Cyclical,Restaurants,USA,1486.52,7.87,16.55,0.36%,1226474
269,BLNK,Blink Charging Co.,Consumer Cyclical,Specialty Retail,USA,738.43,,17.33,2.48%,460524
270,BLUE,"bluebird bio, Inc.",Healthcare,Biotechnology,USA,360.79,,5.18,5.28%,4306710
271,BMO,Bank of Montreal,Financial,Banks - Diversified,Canada,64215.54,6.85,96.18,-0.42%,572181
272,BNED,"Barnes & Noble Education, Inc.",Consumer Cyclical,Specialty Retail,USA,150.62,,2.78,-1.07%,273073
273,BNGO,"Bionano Genomics, Inc.",Healthcare,Diagnostics & Research,USA,451.6,,1.54,1.99%,4261670
274,BNS,The Bank of Nova Scotia,Financial,Banks - Diversified,Canada,68717.85,9.03,57.57,-0.74%,1357465
275,BNTC,Benitec Biopharma Inc.,Healthcare,Biotechnology,USA,8.81,,1.13,-1.74%,200576
276,BOOT,"Boot Barn Holdings, Inc.",Consumer Cyclical,Apparel Retail,USA,2067.83,10.7,67.82,0.47%,600389
277,BOX,"Box, Inc.",Technology,Software - Infrastructure,USA,3752.48,,26.03,-4.83%,1220522
278,BP,BP p.l.c.,Energy,Oil & Gas Integrated,United Kingdom,84932.2,,26.88,-2.11%,12314973
279,BPMC,Blueprint Medicines Corporation,Healthcare,Biotechnology,USA,3180.4,,55.11,2.42%,1215829
280,BPOP,"Popular, Inc.",Financial,Banks - Regional,USA,5871.01,6.9,76.01,-0.89%,387079
281,BR,"Broadridge Financial Solutions, Inc.",Technology,Information Technology Services,USA,17134.9,31.35,146.09,-1.08%,311611
282,BRFS,BRF S.A.,Consumer Defensive,Packaged Foods,Brazil,3062.58,,2.87,1.77%,2179006
283,BRKR,Bruker Corporation,Healthcare,Medical Devices,USA,9547.73,34.6,64.01,-2.22%,647216
284,BRMK,Broadmark Realty Capital Inc.,Real Estate,REIT - Mortgage,USA,889.76,11.09,6.7,-0.30%,878632
285,BRO,"Brown & Brown, Inc.",Financial,Insurance Brokers,USA,16767.95,27.38,59.04,-1.02%,1000189
286,BRQS,"Borqs Technologies, Inc.",Technology,Software - Application,Hong Kong,29.63,,1.66,-1.78%,1017860
287,BRSP,"BrightSpire Capital, Inc.",Real Estate,REIT - Diversified,USA,984.47,51.93,7.53,-0.26%,433891
288,BRX,Brixmor Property Group Inc.,Real Estate,REIT - Retail,USA,6194.79,20.77,20.58,2.34%,2280509
289,BRY,Berry Corporation,Energy,Oil & Gas E&P,USA,576.63,,7.14,-0.97%,1011053
290,BSAC,Banco Santander-Chile,Financial,Banks - Regional,Chile,6863.77,7.8,14.44,-2.50%,402021
291,BSBR,Banco Santander (Brasil) S.A.,Financial,Banks - Regional,Brazil,18575.4,13.29,5.09,-1.93%,1370675
292,BSIG,BrightSphere Investment Group Inc.,Financial,Asset Management,USA,727.93,8.99,17.27,-0.12%,332360
293,BSM,"Black Stone Minerals, L.P.",Energy,Oil & Gas E&P,USA,2820.21,20.36,13.42,-2.89%,364312
294,BSX,Boston Scientific Corporation,Healthcare,Medical Devices,USA,52736.56,70.25,36.88,-1.68%,6148349
295,BTAI,"BioXcel Therapeutics, Inc.",Healthcare,Biotechnology,USA,446.36,,15.52,2.78%,325410
296,BTB,Bit Brother Limited,Consumer Cyclical,Restaurants,China,31.25,,0.31,3.83%,96597
297,BTBT,"Bit Digital, Inc.",Financial,Capital Markets,USA,119.26,,1.53,-3.16%,638378
298,BTCM,BIT Mining Limited,Technology,Information Technology Services,Hong Kong,45.23,,0.66,-7.17%,946461
299,BTI,British American Tobacco p.l.c.,Consumer Defensive,Tobacco,United Kingdom,91010.39,11.65,40.5,0.82%,1997341
300,BTU,Peabody Energy Corporation,Energy,Thermal Coal,USA,2881.59,9.82,20.53,-1.30%,3570690
301,BTX,"Brooklyn ImmunoTherapeutics, Inc.",Healthcare,Biotechnology,USA,35.23,,0.64,-1.43%,458583
302,BUD,Anheuser-Busch InBev SA/NV,Consumer Defensive,Beverages - Brewers,Belgium,93551.9,27.36,54.81,0.05%,958993
303,BURL,"Burlington Stores, Inc.",Consumer Cyclical,Apparel Retail,USA,9807.95,39.27,146.65,-0.22%,653999
304,BVN,Compania de Minas Buenaventura S.A.A.,Basic Materials,Other Precious Metals & Mining,Peru,1723.19,5.92,6.1,0.33%,984551
305,BW,"Babcock & Wilcox Enterprises, Inc.",Industrials,Specialty Industrial Machinery,USA,521.49,21.65,6.04,0.17%,224891
306,BWA,BorgWarner Inc.,Consumer Cyclical,Auto Parts,USA,8318.29,12.3,34.51,1.71%,2077085
307,BWXT,"BWX Technologies, Inc.",Industrials,Aerospace & Defense,USA,5003.49,17.41,55.05,-1.59%,587354
308,BX,Blackstone Inc.,Financial,Asset Management,USA,115402.02,12.82,94.02,-1.25%,2417012
309,BXMT,"Blackstone Mortgage Trust, Inc.",Real Estate,REIT - Mortgage,USA,4776.5,10.11,28.16,0.43%,751108
310,BXP,"Boston Properties, Inc.",Real Estate,REIT - Office,USA,14011.53,25.16,87.99,0.83%,1389537
311,BYD,Boyd Gaming Corporation,Consumer Cyclical,Resorts & Casinos,USA,5622.49,10.81,49.92,1.86%,688499
312,BZH,"Beazer Homes USA, Inc.",Consumer Cyclical,Residential Construction,USA,406.5,2.45,13.13,0.23%,365068
313,BZUN,Baozun Inc.,Consumer Cyclical,Internet Retail,China,687.35,,9.94,2.69%,398606
314,C,Citigroup Inc.,Financial,Banks - Diversified,USA,89791.12,5.44,46.13,-0.13%,16889828
315,CADE,Cadence Bank,Financial,Banks - Regional,USA,4319.76,13.64,23.44,0.73%,1235949
316,CAG,"Conagra Brands, Inc.",Consumer Defensive,Packaged Foods,USA,17030.33,16.54,35.6,0.11%,3295226
317,CAH,"Cardinal Health, Inc.",Healthcare,Medical Distribution,USA,14446.46,,53.2,0.40%,2151108
318,CAKE,The Cheesecake Factory Incorporated,Consumer Cyclical,Restaurants,USA,1465.84,18.63,27.11,1.12%,689060
319,CAL,"Caleres, Inc.",Consumer Cyclical,Footwear & Accessories,USA,970.15,5.6,26.37,1.85%,808745
320,CALX,"Calix, Inc.",Technology,Software - Application,USA,2429.92,11.75,39.06,-2.28%,419651
321,CAMP,CalAmp Corp.,Technology,Communication Equipment,USA,148.84,,4.07,-1.45%,1201629
322,CANG,Cango Inc.,Communication Services,Internet Content & Information,China,317.68,19.4,2.25,0.45%,60073
323,CAR,"Avis Budget Group, Inc.",Industrials,Rental & Leasing Services,USA,7384.72,4.72,152.64,2.23%,692981
324,CARA,"Cara Therapeutics, Inc.",Healthcare,Biotechnology,USA,491.97,,9.45,-1.66%,374115
325,CARG,"CarGurus, Inc.",Communication Services,Internet Content & Information,USA,2615.5,,22.6,-0.66%,750655
326,CARS,Cars.com Inc.,Consumer Cyclical,Auto & Truck Dealerships,USA,667.48,103.62,9.74,0.72%,374166
327,CASA,"Casa Systems, Inc.",Technology,Communication Equipment,USA,365.57,,3.93,-0.51%,126883
328,CAT,Caterpillar Inc.,Industrials,Farm & Heavy Construction Machinery,USA,93681.94,14.72,174.49,-0.30%,2712080
329,CB,Chubb Limited,Financial,Insurance - Property & Casualty,Switzerland,81962.41,10.22,191.9,-0.86%,1453391
330,CBAT,"CBAK Energy Technology, Inc.",Industrials,Electrical Equipment & Parts,China,100.55,3.25,1.18,-4.07%,399477
331,CBAY,"CymaBay Therapeutics, Inc.",Healthcare,Biotechnology,USA,265.49,,3.37,5.31%,485168
332,CBD,Companhia Brasileira de Distribuicao,Consumer Cyclical,Department Stores,Brazil,817.16,7.53,3.05,-3.48%,1440695
333,CBIO,"Catalyst Biosciences, Inc.",Healthcare,Biotechnology,USA,54.77,,1.78,1.14%,694502
334,CBOE,"Cboe Global Markets, Inc.",Financial,Financial Data & Stock Exchanges,USA,12828.82,25.72,120.12,-0.96%,588206
335,CBRE,"CBRE Group, Inc.",Real Estate,Real Estate Services,USA,25084.12,13.23,76.56,1.08%,2029457
336,CBRL,"Cracker Barrel Old Country Store, Inc.",Consumer Cyclical,Restaurants,USA,2008.17,15.39,88.31,-0.01%,458020
337,CBSH,"Commerce Bancshares, Inc.",Financial,Banks - Regional,USA,8000.04,15.68,66.22,-1.22%,325988
338,CBT,Cabot Corporation,Basic Materials,Specialty Chemicals,USA,3675.37,29.18,65.34,0.12%,175104
339,CC,The Chemours Company,Basic Materials,Specialty Chemicals,USA,4955.34,7.07,31.7,1.96%,1286540
340,CCEP,Coca-Cola Europacific Partners PLC,Consumer Defensive,Beverages - Non-Alcoholic,United Kingdom,22851.21,22.86,49.9,-1.73%,1439757
341,CCI,Crown Castle International Corp.,Real Estate,REIT - Specialty,USA,74126.42,50.89,170.94,-0.77%,1410786
342,CCJ,Cameco Corporation,Energy,Uranium,Canada,8463.99,,21.35,-1.93%,3815867
343,CCK,"Crown Holdings, Inc.",Consumer Cyclical,Packaging & Containers,USA,11132.05,,88.07,-0.37%,938146
344,CCL,Carnival Corporation & plc,Consumer Cyclical,Travel Services,USA,10606.78,,9.13,7.54%,65339678
345,CCO,"Clear Channel Outdoor Holdings, Inc.",Communication Services,Advertising Agencies,USA,581.84,,1.07,5.94%,9849235
346,CCRN,"Cross Country Healthcare, Inc.",Industrials,Staffing & Employment Services,USA,883.15,5.22,24.11,-1.11%,1050576
347,CCXI,"ChemoCentryx, Inc.",Healthcare,Biotechnology,USA,1682.83,,22.64,-0.13%,1082720
348,CDAY,Ceridian HCM Holding Inc.,Technology,Software - Application,USA,7347.24,,48.58,-4.48%,3736477
349,CDE,"Coeur Mining, Inc.",Basic Materials,Gold,USA,814.18,,2.8,2.56%,4466923
350,CDEV,"Centennial Resource Development, Inc.",Energy,Oil & Gas E&P,USA,1581.41,11.57,5.53,-3.15%,8117767
351,CDLX,"Cardlytics, Inc.",Communication Services,Internet Content & Information,USA,633.8,,15.63,-5.53%,2030998
352,CDMO,"Avid Bioservices, Inc.",Healthcare,Biotechnology,USA,1106.82,12.3,18,1.58%,526297
353,CDNA,"CareDx, Inc",Healthcare,Diagnostics & Research,USA,1296.44,,24.68,-0.08%,565344
354,CDNS,"Cadence Design Systems, Inc.",Technology,Software - Application,USA,42466.02,57.59,154.22,-2.31%,1416295
355,CDW,CDW Corporation,Technology,Information Technology Services,USA,21149.76,21.85,158.2,-0.25%,470308
356,CDXC,ChromaDex Corporation,Healthcare,Biotechnology,USA,116.32,,1.72,0.00%,95167
357,CDXS,"Codexis, Inc.",Healthcare,Biotechnology,USA,805.13,,12.08,0.17%,490086
358,CE,Celanese Corporation,Basic Materials,Chemicals,USA,12310.52,5.91,111.66,0.43%,2183783
359,CEAD,CEA Industries Inc.,Industrials,Farm & Heavy Construction Machinery,USA,10.24,,1.29,4.03%,183437
360,CEIX,CONSOL Energy Inc.,Energy,Thermal Coal,USA,1738.3,,51.49,0.14%,598317
361,CELH,"Celsius Holdings, Inc.",Consumer Defensive,Beverages - Non-Alcoholic,USA,5381.35,574.05,72.33,-3.57%,1172994
362,CELZ,"Creative Medical Technology Holdings, Inc.",Healthcare,Biotechnology,USA,6.37,,0.65,2.87%,660534
363,CENN,Cenntro Electric Group Limited,Consumer Cyclical,Auto Manufacturers,USA,411.66,,1.65,-0.60%,2435217
364,CENX,Century Aluminum Company,Basic Materials,Aluminum,USA,676.07,,7.08,0.28%,1223089
365,CEQP,Crestwood Equity Partners LP,Energy,Oil & Gas Midstream,USA,2337.55,,23.97,-0.62%,578363
366,CERS,Cerus Corporation,Healthcare,Biotechnology,USA,1001.03,,5.62,0.54%,1402438
367,CETX,"Cemtrex, Inc.",Industrials,Conglomerates,USA,7.21,,0.28,-0.88%,197688
368,CF,"CF Industries Holdings, Inc.",Basic Materials,Agricultural Inputs,USA,17532.97,11.02,85.41,-1.08%,2244771
369,CFG,"Citizens Financial Group, Inc.",Financial,Banks - Regional,USA,17934.8,7.64,36.06,-0.39%,3398435
370,CFMS,"Conformis, Inc.",Healthcare,Medical Devices,USA,65.31,,0.34,4.88%,186995
371,CG,The Carlyle Group Inc.,Financial,Asset Management,USA,11675.25,4.29,31.6,0.00%,1857256
372,CGEN,Compugen Ltd.,Healthcare,Biotechnology,Israel,166.07,,1.99,-5.24%,879623
373,CGNX,Cognex Corporation,Technology,Scientific & Technical Instruments,USA,7714.79,28.11,43.52,-1.83%,566658
374,CHGG,"Chegg, Inc.",Consumer Defensive,Education & Training Services,USA,2262.58,40.57,18.38,4.61%,1957941
375,CHKP,Check Point Software Technologies Ltd.,Technology,Software - Application,Israel,15556.84,20.32,122.63,-2.40%,1033049
376,CHRS,"Coherus BioSciences, Inc.",Healthcare,Biotechnology,USA,654.4,,8.48,3.16%,753937
377,CHRW,"C.H. Robinson Worldwide, Inc.",Industrials,Integrated Freight & Logistics,USA,12333.74,13.68,96.91,-1.01%,1229217
378,CHS,"Chico's FAS, Inc.",Consumer Cyclical,Apparel Retail,USA,624.36,6.79,4.96,0.81%,1273449
379,CHTR,"Charter Communications, Inc.",Communication Services,Entertainment,USA,89996.91,16.95,468.1,3.24%,1206202
380,CHX,ChampionX Corporation,Energy,Oil & Gas Equipment & Services,USA,3587.82,25.96,17.94,-3.24%,1814146
381,CI,Cigna Corporation,Healthcare,Healthcare Plans,USA,87548.29,17.33,279.35,-0.20%,2597666
382,CIB,Bancolombia S.A.,Financial,Banks - Regional,Colombia,7175.91,5.67,28.37,-1.36%,450906
383,CIDM,Cinedigm Corp.,Communication Services,Entertainment,USA,92.61,,0.53,6.17%,1041096
384,CIEN,Ciena Corporation,Technology,Communication Equipment,USA,6814.9,17.04,46.48,-1.13%,1231681
385,CIG,Companhia Energetica de Minas Gerais,Utilities,Utilities - Diversified,Brazil,4733.05,4.12,1.93,-1.53%,4365596
386,CIM,Chimera Investment Corporation,Real Estate,REIT - Mortgage,USA,2147.83,13.04,9.13,1.11%,1997129
387,CINF,Cincinnati Financial Corporation,Financial,Insurance - Property & Casualty,USA,18816.64,9.27,116.83,-0.79%,928894
388,CIVI,"Civitas Resources, Inc.",Energy,Oil & Gas E&P,USA,4060.96,12.04,47.9,-1.74%,697649
389,CKPT,"Checkpoint Therapeutics, Inc.",Healthcare,Biotechnology,USA,107.73,,1.13,1.80%,179367
390,CLAR,Clarus Corporation,Consumer Cyclical,Leisure,USA,771.01,31.73,20.94,0.48%,686798
391,CLB,Core Laboratories N.V.,Energy,Oil & Gas Equipment & Services,Netherlands,774.64,80.77,16.72,-6.33%,507506
392,CLDX,"Celldex Therapeutics, Inc.",Healthcare,Biotechnology,USA,1185.97,,26.14,2.11%,1048792
393,CLF,Cleveland-Cliffs Inc.,Basic Materials,Steel,USA,8046.29,2.21,15.09,-0.07%,14956075
394,CLNE,Clean Energy Fuels Corp.,Energy,Oil & Gas Refining & Marketing,USA,1122.3,,4.96,0.00%,2188246
395,CLR,"Continental Resources, Inc.",Energy,Oil & Gas E&P,USA,22694.56,11.46,62.96,-2.78%,1106005
396,CLS,Celestica Inc.,Technology,Electronic Components,Canada,1225.89,10.6,9.72,1.25%,204495
397,CLSK,"CleanSpark, Inc.",Technology,Software - Infrastructure,USA,168.4,,4.16,-6.94%,1153944
398,CLVS,"Clovis Oncology, Inc.",Healthcare,Biotechnology,USA,273.89,,2.43,-9.33%,8224138
399,CLVT,Clarivate Plc,Technology,Information Technology Services,United Kingdom,9204.12,,13.58,-1.95%,5353154
400,CLXT,"Calyxt, Inc.",Consumer Defensive,Packaged Foods,USA,11.32,,0.25,-7.62%,428823
401,CM,Canadian Imperial Bank of Commerce,Financial,Banks - Diversified,Canada,43506.65,8.9,48.45,-0.53%,656098
402,CMA,Comerica Incorporated,Financial,Banks - Regional,USA,9647.85,10.13,73.39,-1.12%,988028
403,CMC,Commercial Metals Company,Basic Materials,Steel,USA,4125.34,3.84,33.77,0.84%,946167
404,CMCSA,Comcast Corporation,Communication Services,Entertainment,USA,177991.36,12.8,39.75,1.48%,24721673
405,CMI,Cummins Inc.,Industrials,Specialty Industrial Machinery,USA,28491.71,14.97,201.17,2.23%,1081448
406,CMP,"Compass Minerals International, Inc.",Basic Materials,Other Industrial Metals & Mining,USA,1112.17,,32.34,1.89%,235436
407,CMRE,Costamare Inc.,Industrials,Marine Shipping,Monaco,1338.2,2.89,10.74,-0.74%,620802
408,CMRX,"Chimerix, Inc.",Healthcare,Biotechnology,USA,193.1,,2.06,0.00%,2223368
409,CNCE,"Concert Pharmaceuticals, Inc.",Healthcare,Biotechnology,USA,215.65,,4.82,-1.23%,230899
410,CNDT,Conduent Incorporated,Technology,Information Technology Services,USA,861.17,8.34,4.07,-0.25%,1198144
411,CNHI,CNH Industrial N.V.,Industrials,Farm & Heavy Construction Machinery,United Kingdom,15122.84,9.13,11.07,0.18%,3516204
412,CNI,Canadian National Railway Company,Industrials,Railroads,Canada,76503.4,21,110.69,-0.88%,1236208
413,CNK,"Cinemark Holdings, Inc.",Communication Services,Entertainment,USA,1922.6,,15.65,1.43%,1704226
414,CNMD,CONMED Corporation,Healthcare,Medical Devices,USA,2774.21,43.56,92.69,0.03%,460485
415,CNNE,"Cannae Holdings, Inc.",Consumer Cyclical,Restaurants,USA,1757.14,,20.42,-0.20%,371862
416,CNO,"CNO Financial Group, Inc.",Financial,Insurance - Life,USA,2067.36,5.53,17.77,0.97%,1142208
417,CNP,"CenterPoint Energy, Inc.",Utilities,Utilities - Regulated Gas,USA,18493.03,20.44,29.44,-0.30%,3085595
418,CNQ,Canadian Natural Resources Limited,Energy,Oil & Gas E&P,Canada,56585.85,7.84,47.92,-2.20%,3981914
419,CNR,"Cornerstone Building Brands, Inc.",Industrials,Building Products & Equipment,USA,3127.72,4.11,24.56,0.04%,733289
420,CNSL,"Consolidated Communications Holdings, Inc.",Communication Services,Telecom Services,USA,797.33,,6.82,0.29%,184657
421,CNX,CNX Resources Corporation,Energy,Oil & Gas E&P,USA,3165.44,,16.17,-0.37%,2764024
422,CODI,Compass Diversified,Industrials,Conglomerates,USA,1634.06,,23.08,0.35%,216700
423,COF,Capital One Financial Corporation,Financial,Credit Services,USA,42160.92,4.21,107.04,-0.12%,2502981
424,COGT,"Cogent Biosciences, Inc.",Healthcare,Biotechnology,USA,943.78,,11.01,2.42%,594686
425,COLB,"Columbia Banking System, Inc.",Financial,Banks - Regional,USA,2300.91,10.45,29.27,0.45%,549131
426,COLM,Columbia Sportswear Company,Consumer Cyclical,Apparel Manufacturing,USA,4663.04,13.33,74.04,-0.24%,333116
427,COMM,"CommScope Holding Company, Inc.",Technology,Communication Equipment,USA,1299.42,,6.24,3.14%,1893117
428,COMS,COMSovereign Holding Corp.,Communication Services,Telecom Services,USA,14.91,,0.18,-15.14%,4683118
429,CONN,"Conn's, Inc.",Consumer Cyclical,Specialty Retail,USA,216.92,3.94,9.18,2.11%,287718
430,COOP,Mr. Cooper Group Inc.,Financial,Mortgage Finance,USA,2832.18,2.02,38.34,2.84%,439101
431,COP,ConocoPhillips,Energy,Oil & Gas E&P,USA,107800.71,8.59,83.45,-2.45%,5560061
432,COSM,Cosmos Holdings Inc.,Healthcare,Drug Manufacturers - Specialty & Generic,USA,7.96,,0.45,7.02%,10598529
433,COST,Costco Wholesale Corporation,Consumer Defensive,Discount Stores,USA,214447.77,38.64,490.57,-1.67%,1770938
434,COTY,Coty Inc.,Consumer Defensive,Household & Personal Products,USA,6508.75,60.81,7.54,0.67%,7078432
435,COUP,Coupa Software Incorporated,Technology,Software - Application,USA,4563.63,,58.84,-4.57%,1335896
436,COWN,Cowen Inc.,Financial,Capital Markets,USA,807.59,5.83,32.06,-0.40%,1282631
437,CP,Canadian Pacific Railway Limited,Industrials,Railroads,Canada,84609.14,17.93,70.61,-1.78%,1903663
438,CPA,"Copa Holdings, S.A.",Industrials,Airlines,Panama,2661.55,15.27,63.31,4.54%,298417
439,CPE,Callon Petroleum Company,Energy,Oil & Gas E&P,USA,2216.8,4.25,35.83,-2.48%,1660075
440,CPG,Crescent Point Energy Corp.,Energy,Oil & Gas E&P,Canada,5056.36,1.1,6.62,-4.61%,10390755
